,Cell_ID,streets_in,fclass,geometry,centroids
1593,1593,"{'קהילת ונציה', 'קהילת ריגה', 'מבצע קדש', 'קהילת פאדובה'}","{'residential', 'tertiary'}","POLYGON ((34.82335710000007 32.11529600000006, 34.823113800000044 32.11484790000003, 34.82279810000006 32.114201500000036, 34.82202300000006 32.11274800000007, 34.821935600000074 32.11265860000003, 34.82191890000007 32.112643400000024, 34.82187870000007 32.112620700000036, 34.82183120000008 32.11261960000007, 34.82111370000007 32.11287790000006, 34.82065000000006 32.113044900000034, 34.820655300000055 32.11305880000003, 34.820653400000026 32.113103900000056, 34.82063340000008 32.11314580000004, 34.82058110000003 32.11318890000007, 34.82116270000006 32.11431730000004, 34.82128200000005 32.11454880000008, 34.821327300000064 32.11463670000006, 34.821369600000025 32.11471880000005, 34.821686800000066 32.11533410000004, 34.821987300000046 32.11587060000005, 34.82335710000007 32.11529600000006))",POINT (34.821950327693834 32.11421653405266)
1594,1594,"{'קפריסין', 'מבצע קדש', 'בני אפרים', 'עומרי', 'בית חורון'}","{'secondary', 'residential', 'tertiary'}","POLYGON ((34.81658010000007 32.115662100000065, 34.81674830000003 32.11560170000007, 34.81697630000008 32.11551980000007, 34.81705450000004 32.115491700000064, 34.81675910000007 32.11366280000004, 34.815939600000036 32.11375480000004, 34.815346000000034 32.11376260000003, 34.81494580000003 32.11375490000006, 34.813553100000036 32.113743800000066, 34.81354760000005 32.11382110000005, 34.813499000000036 32.114734000000055, 34.81382400000007 32.11479900000006, 34.81453600000003 32.115042000000074, 34.814985300000046 32.11528070000003, 34.81509700000004 32.11534000000006, 34.81576200000006 32.115800000000036, 34.81589990000003 32.115936100000056, 34.81658010000007 32.115662100000065))",POINT (34.81544029158644 32.11461131092472)
1595,1595,"{'מבצע קדש', 'קהילת ונציה', 'אברהם שלונסקי', 'קהילת סלוניקי', 'פנחס רוזן'}","{'residential', 'tertiary', 'primary'}","POLYGON ((34.824128700000074 32.11590140000004, 34.82464920000007 32.11585300000007, 34.82508820000004 32.115849800000035, 34.825341700000024 32.11586680000005, 34.82543870000006 32.11587250000002, 34.82540050000006 32.11560350000008, 34.82537190000005 32.11527970000003, 34.825369100000046 32.11519320000008, 34.82532660000004 32.11434680000008, 34.825289600000076 32.11382640000005, 34.825234900000055 32.113067700000045, 34.82524040000004 32.11250200000006, 34.82524040000004 32.11233430000004, 34.825095300000044 32.11237310000007, 34.82496660000004 32.11237010000008, 34.82428770000007 32.11235540000007, 34.82433310000005 32.112731100000076, 34.82445540000003 32.113989600000025, 34.82306470000003 32.11411320000008, 34.82279810000006 32.114201500000036, 34.823113800000044 32.11484790000003, 34.82335710000007 32.11529600000006, 34.82343520000006 32.115421000000026, 34.823715900000025 32.115928600000075, 34.82375110000004 32.11599220000005, 34.824128700000074 32.11590140000004))",POINT (34.824418257428135 32.114443665125265)
1596,1596,"{'וולמן', 'יצחק טבנקין', 'פנחס רוזן'}","{'residential', 'primary'}","POLYGON ((34.82709700000004 32.11545970000003, 34.827111400000035 32.11494060000007, 34.82664640000007 32.11473670000004, 34.82641760000007 32.11463910000003, 34.82614920000003 32.11452390000005, 34.825792800000045 32.11437660000007, 34.825625100000025 32.11435240000003, 34.82556880000004 32.11434740000004, 34.825473800000054 32.11434280000003, 34.82552500000003 32.114928500000076, 34.82556080000006 32.11571770000006, 34.825576100000035 32.11592020000006, 34.82566020000007 32.115924300000074, 34.82576410000007 32.11592930000006, 34.82603300000005 32.115952400000026, 34.82710640000005 32.116071300000044, 34.82709700000004 32.11545970000003))",POINT (34.82627115621332 32.11527463677149)
1597,1597,"{""קהילת ז'יטומיר"", 'קהילת קובנה', 'מבצע קדש', 'קהילת קייב', 'קהילת ריגה'}","{'living_street', 'residential', 'tertiary'}","POLYGON ((34.821686800000066 32.11533410000004, 34.821369600000025 32.11471880000005, 34.821327300000064 32.11463670000006, 34.82128200000005 32.11454880000008, 34.82116270000006 32.11431730000004, 34.82058110000003 32.11318890000007, 34.82053110000004 32.11320470000004, 34.820477700000026 32.11320510000007, 34.82042740000003 32.11319000000003, 34.82038620000003 32.11316130000006, 34.82036420000003 32.113132300000075, 34.819728300000065 32.11332040000008, 34.81943270000005 32.113373300000035, 34.818823800000075 32.11346960000003, 34.818822100000034 32.113500800000054, 34.81881000000004 32.11353040000006, 34.81878830000005 32.11355570000006, 34.81875900000006 32.11357470000007, 34.81872450000003 32.11358580000007, 34.818874900000026 32.11432190000005, 34.818889100000035 32.11438830000003, 34.81903600000004 32.11507400000005, 34.819050600000025 32.11511710000008, 34.81908030000005 32.11520450000006, 34.81911660000003 32.11529970000004, 34.81924680000003 32.11564120000003, 34.81936300000007 32.11594700000006, 34.81938020000007 32.116008900000054, 34.819414100000074 32.11608640000003, 34.821686800000066 32.11533410000004), (34.81947190000005 32.11511750000005, 34.819560900000056 32.115025600000024, 34.82002330000006 32.11490950000007, 34.820045400000026 32.114991900000064, 34.82008010000004 32.11506970000005, 34.819600800000046 32.11516800000004, 34.81947190000005 32.11511750000005), (34.82034990000005 32.11491780000006, 34.82034100000004 32.114851900000076, 34.82067540000003 32.114764200000025, 34.820807400000035 32.11479440000005, 34.820753800000034 32.11490800000007, 34.82041390000006 32.115013600000054, 34.82034990000005 32.11491780000006))",POINT (34.82006710351935 32.11456948578721)
1598,1598,"{'ישה חפץ', 'אמיר גלבוע', 'יחזקאל שטרייכמן', 'ארתור רובינשטיין'}",{'residential'},"POLYGON ((34.78799170000008 32.11611540000007, 34.788031500000045 32.11611870000007, 34.78816980000005 32.116056800000024, 34.78818710000007 32.11603710000003, 34.788819000000046 32.11531720000005, 34.78887570000006 32.115129600000046, 34.78888470000004 32.115099900000075, 34.78884290000008 32.115063400000054, 34.78881740000003 32.115017400000056, 34.78881080000008 32.11497270000007, 34.78881960000007 32.11492840000005, 34.78875670000008 32.114778200000046, 34.78819790000006 32.11441620000005, 34.78782970000003 32.11417480000006, 34.78768350000007 32.11412590000003, 34.78763150000003 32.11415200000005, 34.78757230000008 32.11416260000004, 34.78751230000006 32.114156800000046, 34.78748630000007 32.114173900000026, 34.78739740000003 32.11423210000004, 34.78704540000007 32.114639200000056, 34.78671930000007 32.115039000000024, 34.78674150000006 32.11521950000002, 34.78674670000004 32.11524300000008, 34.786753100000055 32.115278200000034, 34.786740300000076 32.11534720000003, 34.78680510000004 32.11547520000005, 34.78728440000003 32.11578460000004, 34.78773210000003 32.116071300000044, 34.78795220000006 32.11612050000008, 34.78799170000008 32.11611540000007))",POINT (34.78779305489823 32.11513340420232)
1599,1599,"{'וולמן', 'יצחק טבנקין', 'יצחק פרלשטיין', 'אריה שרון'}",{'residential'},"POLYGON ((34.82817790000007 32.11557480000005, 34.828451200000075 32.115120700000034, 34.82743910000005 32.11463050000003, 34.82728750000007 32.114665100000025, 34.827131000000065 32.11484600000006, 34.827111400000035 32.11494060000007, 34.82709700000004 32.11545970000003, 34.82710640000005 32.116071300000044, 34.82736200000005 32.11612000000002, 34.82802480000004 32.116215700000055, 34.82817790000007 32.11557480000005))",POINT (34.82765131303181 32.11543611013911)
1600,1600,"{'2229', 'כיכר אהוד אבריאל', '2184', 'ראול ולנברג', '2228', 'דבורה הנביאה'}",{'residential'},"POLYGON ((34.843184300000075 32.11630560000003, 34.84336570000005 32.116101300000025, 34.84340540000005 32.11603830000007, 34.843430900000044 32.115965000000074, 34.84345240000005 32.115849500000024, 34.84344950000008 32.11568570000003, 34.84342030000005 32.11553930000002, 34.84337870000007 32.11533110000005, 34.842715800000065 32.11541930000004, 34.84246620000005 32.11547260000003, 34.84235620000004 32.11548830000004, 34.842344000000026 32.11541930000004, 34.842232600000045 32.11543380000006, 34.842175300000065 32.115422100000046, 34.84213370000003 32.115396900000064, 34.841683500000045 32.114969400000064, 34.84151730000008 32.114811700000075, 34.84148680000004 32.114730200000054, 34.84145980000005 32.114624700000036, 34.84143460000007 32.11447920000006, 34.84142490000005 32.114423600000066, 34.84143210000008 32.11432730000007, 34.841537800000026 32.114203100000054, 34.84167930000007 32.11415800000003, 34.842088200000035 32.11409790000005, 34.84242960000006 32.11404770000007, 34.84307130000008 32.11395330000005, 34.84306440000006 32.113935500000025, 34.84305100000006 32.11388100000005, 34.842977200000064 32.113535100000036, 34.84295100000003 32.11341260000006, 34.842796700000065 32.113449900000035, 34.84258150000005 32.11350550000003, 34.84238590000007 32.11356870000003, 34.842287500000054 32.113608800000065, 34.84225280000004 32.11362290000005, 34.84216710000004 32.11366130000005, 34.842053700000065 32.11372110000008, 34.84195530000005 32.11378250000007, 34.841872100000046 32.11383440000003, 34.84181380000007 32.113870700000064, 34.84172920000003 32.11392500000005, 34.841649500000074 32.11398410000004, 34.84149230000003 32.11410070000005, 34.841063200000065 32.11440770000007, 34.840995700000065 32.114456000000075, 34.84092940000005 32.114503400000046, 34.84096390000008 32.114553400000034, 34.840981000000056 32.11457430000007, 34.84099320000007 32.114589100000046, 34.841187400000024 32.114800100000025, 34.841486700000075 32.11508550000008, 34.84179320000004 32.11537960000004, 34.84182780000003 32.11540400000007, 34.841862400000025 32.11542570000006, 34.84189520000007 32.115441400000066, 34.84192070000006 32.11546480000004, 34.841936400000066 32.115493800000024, 34.84204070000004 32.11557830000004, 34.84225890000005 32.115754700000025, 34.84312780000005 32.11637410000003, 34.843184300000075 32.11630560000003))",POINT (34.84240546193293 32.11492779685257)
1601,1601,"{'פתחיה מרגנשבורג', 'זאב רכטר', 'ישראל אשכנזי', 'יצחק טבנקין', 'חיים הזז'}",{'residential'},"POLYGON ((34.83010460000003 32.116359500000044, 34.83057400000007 32.11624200000006, 34.83087100000006 32.11609200000004, 34.83094020000004 32.11605030000004, 34.83121350000005 32.115912700000024, 34.831423200000074 32.11572190000004, 34.83169310000005 32.115502700000036, 34.831957000000045 32.115381300000024, 34.83217610000003 32.11536890000008, 34.83223970000006 32.11481610000004, 34.83021710000003 32.114535500000045, 34.83019000000007 32.11455420000004, 34.83014840000004 32.11455730000006, 34.83012800000006 32.114892000000054, 34.83001430000007 32.11507820000003, 34.82991300000003 32.115244000000075, 34.829617400000075 32.11579390000003, 34.82982690000006 32.115888400000074, 34.829965800000025 32.11605950000006, 34.82997560000007 32.11631570000003, 34.83000140000007 32.11632320000007, 34.83002390000007 32.11633630000006, 34.83004130000006 32.11635400000006, 34.830052400000056 32.11637510000003, 34.83010460000003 32.116359500000044))",POINT (34.83083412799466 32.11536125490747)
1602,1602,"{'חיים הזז', 'יצחק טבנקין', 'יצחק פרלשטיין'}",{'residential'},"POLYGON ((34.82980050000003 32.11639840000004, 34.82985730000007 32.116394300000024, 34.82986470000003 32.11636630000004, 34.829882800000064 32.11634200000003, 34.82990950000004 32.11632430000003, 34.82994170000006 32.11631520000003, 34.82997560000007 32.11631570000003, 34.829965800000025 32.11605950000006, 34.82982690000006 32.115888400000074, 34.829617400000075 32.11579390000003, 34.82880750000004 32.11568730000005, 34.82817790000007 32.11557480000005, 34.82802480000004 32.116215700000055, 34.828899000000035 32.11634200000003, 34.829120200000034 32.116369200000065, 34.829534000000024 32.11642000000006, 34.82962800000007 32.11642000000006, 34.82980050000003 32.11639840000004))",POINT (34.82899006347746 32.11603222963746)
1603,1603,"{'אוגרית', 'עומרי', 'קפריסין', 'בית חורון'}","{'residential', 'tertiary'}","POLYGON ((34.81505500000003 32.11654290000007, 34.815086300000075 32.11652940000005, 34.815121100000056 32.116525000000024, 34.81515570000005 32.11653000000007, 34.81518670000003 32.11654390000007, 34.81589990000003 32.115936100000056, 34.81576200000006 32.115800000000036, 34.81509700000004 32.11534000000006, 34.814985300000046 32.11528070000003, 34.81453600000003 32.115042000000074, 34.81382400000007 32.11479900000006, 34.813499000000036 32.114734000000055, 34.81313860000006 32.11554980000005, 34.813815000000034 32.11586340000002, 34.81443120000006 32.116201800000056, 34.815030300000046 32.11656410000006, 34.81505500000003 32.11654290000007))",POINT (34.81447833065874 32.11563635981848)
1604,1604,"{""קהילת ז'יטומיר"", 'קהילת פאדובה', 'קהילת ריגה', 'קהילת קייב'}",{'residential'},"POLYGON ((34.821987300000046 32.11587060000005, 34.821686800000066 32.11533410000004, 34.819414100000074 32.11608640000003, 34.819669300000044 32.116761600000075, 34.81969910000004 32.116818300000034, 34.821987300000046 32.11587060000005))",POINT (34.820647554702404 32.11604835502661)
1605,1605,"{'סמטת משמר הירדן', 'ק""ם', 'דוד מרכוס', 'משמר הירדן'}","{'residential', 'tertiary'}","POLYGON ((34.83430120000003 32.11676830000005, 34.833638800000074 32.11498900000004, 34.83343880000007 32.11449550000003, 34.83315140000008 32.11459210000004, 34.833097200000054 32.11461030000004, 34.83316350000007 32.114814900000056, 34.83316110000004 32.11486960000008, 34.83312620000004 32.11490610000004, 34.83307670000005 32.11492590000006, 34.83322570000007 32.11546610000005, 34.83323830000006 32.11550190000003, 34.83373880000005 32.11692410000006, 34.83430120000003 32.11676830000005))",POINT (34.83363858687949 32.11576752027635)
1606,1606,"{'מוריץ דניאל', 'פיליכובסקי'}",{'residential'},"POLYGON ((34.801185100000055 32.11714960000006, 34.80099990000008 32.11610090000005, 34.80066540000007 32.11610870000004, 34.80076420000006 32.116678000000036, 34.80082680000004 32.117192200000034, 34.801185100000055 32.11714960000006))",POINT (34.800923098011054 32.11664508573559)
1607,1607,"{'רפידים', 'אוגרית', 'קפריסין', 'אופיר'}","{'residential', 'tertiary'}","POLYGON ((34.815036700000064 32.116679900000065, 34.81501760000003 32.116653400000075, 34.81500980000004 32.11662290000004, 34.815014200000064 32.116592000000026, 34.815030300000046 32.11656410000006, 34.81443120000006 32.116201800000056, 34.813815000000034 32.11586340000002, 34.81313860000006 32.11554980000005, 34.81234290000003 32.11527870000003, 34.812284300000044 32.115255400000024, 34.81224510000004 32.11523990000006, 34.812137000000064 32.11553500000008, 34.81190920000006 32.11598870000006, 34.81193310000003 32.11599800000005, 34.812974000000054 32.11640300000005, 34.81448020000005 32.11723760000007, 34.815036700000064 32.116679900000065))",POINT (34.813481379880564 32.11621781863267)
1608,1608,"{'התנאים', 'יהודה הנשיא'}","{'residential', 'tertiary'}","POLYGON ((34.79562670000007 32.11719260000007, 34.795440100000064 32.11622130000006, 34.79482870000004 32.116309200000046, 34.79490050000004 32.11668910000003, 34.79500800000005 32.11725760000007, 34.79562670000007 32.11719260000007))",POINT (34.795227182465155 32.11674539364312)
1609,1609,"{""קלצ'קין"", 'קלאוזנר'}",{'tertiary'},"POLYGON ((34.80695530000003 32.11736920000004, 34.80710410000006 32.11732200000006, 34.80716830000006 32.11724780000003, 34.807208100000025 32.11717410000006, 34.80724010000006 32.11710940000006, 34.80725920000003 32.11704530000003, 34.80715920000006 32.11702180000003, 34.80705270000004 32.117020500000024, 34.80702020000007 32.117049800000075, 34.80697330000004 32.11708310000006, 34.806781700000045 32.11721140000003, 34.80678290000003 32.11726450000003, 34.80679070000008 32.117315000000076, 34.806801300000075 32.11736080000003, 34.80681540000006 32.11739300000005, 34.80695530000003 32.11736920000004))",POINT (34.807011508659414 32.11720322129961)
1610,1610,"{'מוריץ דניאל', 'פיליכובסקי'}",{'residential'},"POLYGON ((34.800035700000024 32.11732180000007, 34.80082680000004 32.117192200000034, 34.80076420000006 32.116678000000036, 34.80066540000007 32.11610870000004, 34.79991640000003 32.116234700000064, 34.79981810000004 32.116252100000054, 34.79919200000006 32.116337000000044, 34.799380900000074 32.11741800000004, 34.800035700000024 32.11732180000007))",POINT (34.80002012965934 32.11676612381419)
1611,1611,"{'עטרות', 'ק""ם', 'הט""ז'}",{'residential'},"POLYGON ((34.83504500000004 32.11712600000004, 34.83481020000005 32.116493200000036, 34.83457340000007 32.115854900000045, 34.83440800000005 32.11540900000006, 34.83420430000007 32.11487690000007, 34.833638800000074 32.11498900000004, 34.83430120000003 32.11676830000005, 34.83456670000004 32.11745720000005, 34.83504500000004 32.11712600000004))",POINT (34.834358665431964 32.11611283464049)
1612,1612,"{'ישה חפץ', ""שוסטקוביץ' דמיטרי"", 'אמיר גלבוע', 'דוד אויסטרך'}",{'residential'},"POLYGON ((34.78718090000007 32.11730540000008, 34.78726000000006 32.11709630000007, 34.78747080000005 32.11684420000006, 34.787551800000074 32.116747400000065, 34.78784370000005 32.116471200000035, 34.78787380000006 32.11633710000007, 34.787848300000064 32.116301400000054, 34.78783690000006 32.116260700000055, 34.78773210000003 32.116071300000044, 34.78728440000003 32.11578460000004, 34.78680510000004 32.11547520000005, 34.78666300000003 32.115409500000055, 34.78660780000007 32.11542490000005, 34.78650470000008 32.115518800000075, 34.78625850000003 32.11581860000007, 34.78630870000006 32.115936900000065, 34.78655040000007 32.116093600000056, 34.786605000000066 32.116430800000046, 34.78666300000003 32.11678880000005, 34.78644140000006 32.11707380000007, 34.78682560000004 32.117296200000055, 34.78717470000004 32.11747370000006, 34.78718090000007 32.11730540000008))",POINT (34.787034690637356 32.11637725466127)
1613,1613,"{'קהילת קייב', 'קהילת ונציה', 'אברהם שלונסקי', 'קהילת פאדובה'}","{'living_street', 'residential', 'tertiary'}","POLYGON ((34.821658600000035 32.116864400000054, 34.82328640000003 32.116166100000044, 34.82375110000004 32.11599220000005, 34.823715900000025 32.115928600000075, 34.82343520000006 32.115421000000026, 34.82335710000007 32.11529600000006, 34.821987300000046 32.11587060000005, 34.81969910000004 32.116818300000034, 34.82002580000005 32.117413800000065, 34.82008150000007 32.11752510000008, 34.82010870000005 32.11757940000007, 34.821658600000035 32.116864400000054))",POINT (34.82169696993761 32.11642385660484)
1614,1614,"{""אריה דיסנצ'יק"", 'משה ארם'}",{'residential'},"POLYGON ((34.82700210000007 32.11763010000004, 34.827093200000036 32.11645370000008, 34.82633150000004 32.11645870000007, 34.82630080000007 32.11759440000003, 34.82681910000008 32.11763060000004, 34.82692640000005 32.11765420000006, 34.82699640000004 32.11770380000007, 34.82700210000007 32.11763010000004))",POINT (34.82668612206917 32.11703257858938)
1615,1615,"{'רפידים', 'מגדל שורשן', 'קפריסין', 'אופיר'}","{'residential', 'tertiary'}","POLYGON ((34.81379780000003 32.11770530000007, 34.81410500000004 32.117567000000065, 34.81448020000005 32.11723760000007, 34.812974000000054 32.11640300000005, 34.81193310000003 32.11599800000005, 34.81190920000006 32.11598870000006, 34.811699600000054 32.11640600000004, 34.811446000000046 32.11691100000007, 34.81161750000007 32.11699440000007, 34.812506100000064 32.11742670000007, 34.813180000000045 32.11773100000005, 34.813499000000036 32.11776800000007, 34.81379780000003 32.11770530000007))",POINT (34.81286082238266 32.11696412376519)
1616,1616,"{'יהודה הנשיא', 'הסבוראים'}","{'residential', 'tertiary'}","POLYGON ((34.79456460000006 32.11777680000006, 34.79505690000008 32.11770640000003, 34.79509180000008 32.11770130000008, 34.79500800000005 32.11725760000007, 34.79490050000004 32.11668910000003, 34.79482870000004 32.116309200000046, 34.794812000000036 32.116221100000075, 34.794774000000075 32.11622630000005, 34.79416820000006 32.116308600000025, 34.794479900000056 32.11778890000005, 34.79456460000006 32.11777680000006))",POINT (34.794636630862975 32.11699893600843)
1617,1617,"{'רביבים', 'תירוש', 'כיסופים'}",{'residential'},"POLYGON ((34.83118980000006 32.11761470000005, 34.83118120000006 32.11758310000005, 34.83118150000007 32.11729180000003, 34.83130890000007 32.11703760000006, 34.831535400000064 32.11684660000003, 34.831157200000064 32.11635720000004, 34.83080830000006 32.116606800000056, 34.830610000000036 32.116948000000036, 34.83052150000003 32.11729090000006, 34.83051460000007 32.117539400000055, 34.83053920000003 32.11773460000006, 34.830578600000024 32.117789800000025, 34.83063230000005 32.11781160000004, 34.83118980000006 32.11761470000005))",POINT (34.83095258651855 32.11710413775966)
1618,1618,"{""צ'מרינסקי"", 'ברטונוב', 'יצחק טבנקין'}",{'residential'},"POLYGON ((34.82997990000007 32.11648050000008, 34.82994940000003 32.11648260000004, 34.829919500000074 32.11647670000008, 34.82989320000007 32.11646340000004, 34.829872900000055 32.116443900000036, 34.82986050000005 32.11642010000003, 34.82985730000007 32.116394300000024, 34.82980050000003 32.11639840000004, 34.82962800000007 32.11642000000006, 34.829534000000024 32.11642000000006, 34.829120200000034 32.116369200000065, 34.82902690000003 32.11681100000004, 34.82894380000005 32.117204600000036, 34.82882760000007 32.11773380000005, 34.82917820000006 32.11780700000003, 34.829614700000036 32.11789810000005, 34.829678700000045 32.117911400000025, 34.82997990000007 32.11648050000008))",POINT (34.82940870823342 32.11711828816421)
1619,1619,"{'הראל', 'ק""ם', 'דוד מרכוס', 'הט""ז'}",{'residential'},"POLYGON ((34.83591690000003 32.11789240000007, 34.83609530000007 32.11781670000005, 34.836291000000074 32.11770190000004, 34.83646300000004 32.11757800000004, 34.83651770000006 32.11751700000008, 34.83663320000005 32.11739670000003, 34.836839300000065 32.117155300000036, 34.837006400000064 32.116919100000075, 34.837191000000075 32.116599000000065, 34.837203600000066 32.116543300000046, 34.83725270000008 32.11632530000003, 34.837369900000056 32.11580520000007, 34.837484000000075 32.11529900000005, 34.837461000000076 32.114815400000055, 34.83737560000003 32.11447100000004, 34.83729630000005 32.11424470000003, 34.837188000000026 32.114012100000025, 34.83699800000005 32.11374280000007, 34.836770100000024 32.11345940000007, 34.83623320000004 32.11368470000008, 34.83614790000007 32.113721000000055, 34.83582730000006 32.11381320000004, 34.83570830000008 32.113845800000036, 34.835397700000044 32.113932100000056, 34.83558300000004 32.11453940000007, 34.83561600000007 32.114697600000056, 34.83562340000003 32.11484050000007, 34.83561290000006 32.114927900000055, 34.835564300000044 32.11500670000004, 34.835488600000076 32.11506970000005, 34.83540250000004 32.11512780000004, 34.83440800000005 32.11540900000006, 34.83457340000007 32.115854900000045, 34.83481020000005 32.116493200000036, 34.83504500000004 32.11712600000004, 34.83456670000004 32.11745720000005, 34.834747900000025 32.11764980000004, 34.83493660000005 32.11777200000006, 34.83512920000004 32.11784410000007, 34.83535130000007 32.117904700000054, 34.83564940000008 32.11792890000004, 34.83591690000003 32.11789240000007))",POINT (34.836086374759425 32.11579775659927)
1620,1620,"{'אוגרית', 'קפריסין', 'חצור', 'עומרי'}","{'residential', 'tertiary'}","POLYGON ((34.816930300000024 32.11769030000005, 34.81669800000003 32.11710900000003, 34.81619800000004 32.11627500000003, 34.81594960000007 32.11599260000003, 34.81589990000003 32.115936100000056, 34.81518670000003 32.11654390000007, 34.81520920000003 32.11656330000005, 34.815224200000046 32.11658730000005, 34.815230400000075 32.11661390000006, 34.81522730000006 32.11664090000005, 34.81521520000007 32.11666610000003, 34.81572200000005 32.11723900000004, 34.81614790000003 32.11793200000005, 34.816930300000024 32.11769030000005))",POINT (34.816071134898976 32.11697309320251)
1621,1621,"{'כיכר אהוד אבריאל', 'כיכר איסר הראל', 'ראול ולנברג', 'בית אל', 'דבורה הנביאה', 'הצנחנים'}","{'residential', 'tertiary'}","POLYGON ((34.83940510000008 32.11781720000005, 34.83958570000004 32.117571600000076, 34.839679200000035 32.11743900000005, 34.83981040000003 32.117276100000026, 34.84013070000003 32.11696550000005, 34.84030580000007 32.116795800000034, 34.840570900000046 32.11656850000003, 34.84067310000006 32.11648080000003, 34.84140370000006 32.115862400000026, 34.84166190000008 32.11564370000008, 34.84172830000006 32.11558740000004, 34.84171230000004 32.11556690000003, 34.84170270000004 32.115543700000046, 34.84169980000007 32.11551920000005, 34.84166710000005 32.115417200000024, 34.841625100000044 32.115314700000056, 34.841576900000064 32.11521220000003, 34.841486700000075 32.11508550000008, 34.841187400000024 32.114800100000025, 34.84098570000003 32.11468740000004, 34.84094310000006 32.11466550000006, 34.84089990000007 32.11464330000007, 34.84080600000004 32.114603300000056, 34.84074430000004 32.11459880000007, 34.840679900000055 32.114585100000056, 34.84062560000007 32.11456490000006, 34.84054700000007 32.11453570000003, 34.84053240000003 32.114585100000056, 34.84052290000005 32.11461250000008, 34.84050290000005 32.11466010000004, 34.840473400000064 32.11471240000003, 34.840433200000064 32.114778200000046, 34.84038490000006 32.11483730000003, 34.840333900000076 32.114891800000066, 34.840280300000074 32.114937300000065, 34.83945950000003 32.11556200000007, 34.83926640000004 32.115721000000065, 34.83907400000004 32.11590250000006, 34.83878480000004 32.11623980000007, 34.838680500000066 32.11640900000003, 34.83796030000008 32.11753740000006, 34.83783230000006 32.11768980000005, 34.837912000000074 32.11771610000005, 34.838055600000075 32.117763500000024, 34.838334700000075 32.11786740000008, 34.83869530000004 32.11800180000006, 34.83924520000005 32.118034600000044, 34.83940510000008 32.11781720000005))",POINT (34.83981641239233 32.116328893642894)
1622,1622,"{'הל""ה', 'ק""ם', '907'}",{'residential'},"POLYGON ((34.836873000000026 32.11803000000003, 34.83716580000004 32.11774690000004, 34.837275000000034 32.117628000000025, 34.83776300000005 32.11678100000006, 34.83775990000004 32.11673780000007, 34.837702500000034 32.11668190000006, 34.837323000000026 32.116580000000056, 34.837203600000066 32.116543300000046, 34.837191000000075 32.116599000000065, 34.837006400000064 32.116919100000075, 34.836839300000065 32.117155300000036, 34.83663320000005 32.11739670000003, 34.83651770000006 32.11751700000008, 34.83646300000004 32.11757800000004, 34.836291000000074 32.11770190000004, 34.83672480000007 32.11813420000004, 34.836873000000026 32.11803000000003))",POINT (34.83705995562008 32.11732924648949)
1623,1623,{'רביבים'},{'residential'},"POLYGON ((34.83229010000008 32.11810900000006, 34.83242380000007 32.11805670000007, 34.83263350000004 32.11791270000003, 34.83278370000005 32.11770960000007, 34.832836100000065 32.11755350000004, 34.83279900000008 32.117215600000065, 34.83279070000003 32.11718120000006, 34.83278070000006 32.11716260000003, 34.83274840000007 32.11710300000004, 34.83268560000005 32.11699020000003, 34.83249450000005 32.11683080000006, 34.83235760000008 32.11677530000003, 34.83217190000005 32.116721400000074, 34.831916000000035 32.11672910000004, 34.83170430000007 32.11677220000007, 34.831535400000064 32.11684660000003, 34.83130890000007 32.11703760000006, 34.83118150000007 32.11729180000003, 34.83118120000006 32.11758310000005, 34.83118980000006 32.11761470000005, 34.831204100000036 32.117656700000055, 34.83128790000006 32.117811000000074, 34.83148380000006 32.117997700000046, 34.83162260000006 32.11806740000003, 34.83175120000004 32.11811780000005, 34.832043000000056 32.118150300000025, 34.83229010000008 32.11810900000006))",POINT (34.83200844743914 32.117433319958145)
